date,沪深300ETF,中证500ETF,创业板ETF,"科创50ETF
"
2025/6/10,4.641,1.912,2.012,1.032
2025/6/11,4.673,1.924,2.038,1.031
2025/6/12,4.675,1.927,2.04,1.027
2025/6/13,4.649,1.912,2.02,1.022
2025/6/16,4.659,1.918,2.037,1.021
2025/6/17,4.658,1.915,2.028,1.012
2025/6/18,4.661,1.912,2.034,1.018
2025/6/19,4.63,1.893,2.005,1.012
2025/6/20,4.635,1.881,1.988,1.006
2025/6/23,4.648,1.891,1.998,1.012
2025/6/24,4.693,1.921,2.044,1.029
2025/6/25,4.758,1.956,2.109,1.048
2025/6/26,4.743,1.948,2.093,1.041
2025/6/27,4.72,1.955,2.101,1.041
2025/6/30,4.739,1.972,2.133,1.056
2025/7/1,4.745,1.978,2.126,1.048
2025/7/2,4.749,1.967,2.104,1.035
2025/7/3,4.772,1.974,2.141,1.036
2025/7/4,4.789,1.972,2.133,1.035
2025/7/7,4.771,1.968,2.11,1.029
2025/7/8,4.805,1.994,2.159,1.044
2025/7/9,4.802,1.985,2.163,1.036
2025/7/10,4.822,1.996,2.169,1.033
2025/7/11,4.836,2.013,2.185,1.047
2025/7/14,4.835,2.009,2.177,1.046
2025/7/15,4.835,2.008,2.212,1.048
2025/7/16,4.826,2.008,2.206,1.049
2025/7/17,4.859,2.031,2.247,1.057
2025/7/18,4.889,2.037,2.252,1.06
2025/7/21,4.914,2.056,2.275,1.061
2025/7/22,4.958,2.077,2.289,1.069
2025/7/23,4.956,2.07,2.287,1.074
2025/7/24,4.982,2.1,2.325,1.086
2025/7/25,4.96,2.101,2.318,1.109
2025/7/28,4.971,2.109,2.342,1.11
2025/7/29,4.992,2.122,2.383,1.125
2025/7/30,4.989,2.109,2.345,1.112
2025/7/31,4.912,2.079,2.301,1.101
2025/8/1,4.89,2.076,2.303,1.091
2025/8/4,4.909,2.091,2.313,1.104
2025/8/5,4.94,2.104,2.32,1.109
2025/8/6,4.951,2.121,2.336,1.113
2025/8/7,4.95,2.115,2.32,1.112
2025/8/8,4.94,2.111,2.312,1.096
2025/8/11,4.959,2.133,2.357,1.103
2025/8/12,4.985,2.143,2.385,1.124
2025/8/13,5.02,2.171,2.473,1.133
2025/8/14,5.013,2.149,2.446,1.142
2025/8/15,5.052,2.195,2.509,1.158
2025/8/18,5.084,2.224,2.582,1.183
2025/8/19,5.062,2.219,2.575,1.17
2025/8/20,5.121,2.248,2.588,1.208
2025/8/21,5.135,2.236,2.572,1.208
2025/8/22,5.236,2.277,2.662,1.323
2025/8/25,5.322,2.317,2.737,1.356
2025/8/26,5.298,2.32,2.716,1.336
2025/8/27,5.232,2.29,2.696,1.337
2025/8/28,5.316,2.338,2.806,1.433
2025/8/29,5.358,2.35,2.865,1.412
2025/9/1,5.373,2.371,2.927,1.431
2025/9/2,5.347,2.322,2.848,1.394
2025/9/3,5.306,2.285,2.87,1.365
2025/9/4,5.213,2.234,2.751,1.282
2025/9/5,5.311,2.308,2.944,1.326
2025/9/8,5.312,2.328,2.908,1.328
2025/9/9,5.285,2.307,2.845,1.307
2025/9/10,5.295,2.306,2.875,1.321
2025/9/11,5.417,2.377,3.025,1.393
2025/9/12,5.378,2.382,2.995,1.406
2025/9/15,5.386,2.377,3.037,1.409
2025/9/16,5.377,2.395,3.059,1.426
2025/9/17,5.41,2.419,3.119,1.44
2025/9/18,5.351,2.398,3.067,1.45
2025/9/19,5.361,2.389,3.062,1.431
2025/9/22,5.376,2.407,3.082,1.479
2025/9/23,5.379,2.394,3.093,1.475
2025/9/24,5.42,2.443,3.16,1.53
2025/9/25,5.452,2.446,3.211,1.548
2025/9/26,5.408,2.413,3.129,1.524
2025/9/29,5.485,2.453,3.213,1.543
2025/9/30,5.498,2.471,3.217,1.57
2025/10/9,5.573,2.513,3.235,1.618
2025/10/10,5.476,2.467,3.095,1.528
2025/10/13,5.449,2.455,3.054,1.546
2025/10/14,5.402,2.398,2.934,1.481
2025/10/15,5.463,2.431,3.003,1.501
2025/10/16,5.478,2.413,3.014,1.487
2025/10/17,5.381,2.341,2.915,1.433
2025/10/20,5.397,2.356,2.971,1.437
2025/10/21,5.467,2.395,3.062,1.477
2025/10/22,5.452,2.377,3.039,1.476
2025/10/23,5.47,2.385,3.038,1.473
2025/10/24,5.527,2.423,3.147,1.535
2025/10/27,5.583,2.458,3.209,1.558
2025/10/28,5.559,2.446,3.205,1.545
2025/10/29,5.619,2.495,3.3,1.565
2025/10/30,5.58,2.464,3.239,1.535
2025/10/31,5.513,2.445,3.166,1.488
2025/11/3,5.52,2.446,3.176,1.47
2025/11/4,5.486,2.405,3.112,1.455
2025/11/5,5.492,2.411,3.142,1.46
2025/11/6,5.562,2.45,3.201,1.509
2025/11/7,5.552,2.446,3.185,1.487
2025/11/10,5.564,2.449,3.158,1.478
2025/11/11,5.52,2.431,3.113,1.457
2025/11/12,5.522,2.419,3.108,1.449
2025/11/13,5.569,2.454,3.182,1.469
2025/11/14,5.498,2.413,3.093,1.431
2025/11/17,5.467,2.413,3.084,1.422
2025/11/18,5.44,2.389,3.051,1.427
2025/11/19,5.454,2.378,3.057,1.413
2025/11/20,5.433,2.359,3.026,1.396
2025/11/21,5.321,2.28,2.904,1.351
2025/11/24,5.314,2.295,2.908,1.36
2025/11/25,5.354,2.322,2.961,1.369
2025/11/26,5.383,2.326,3.027,1.382
2025/11/27,5.379,2.321,3.012,1.379
2025/11/28,5.392,2.348,3.035,1.393
2025/12/1,5.444,2.37,3.073,1.404
2025/12/2,5.423,2.35,3.052,1.387
2025/12/3,5.402,2.338,3.019,1.375
2025/12/4,5.414,2.345,3.051,1.394
2025/12/5,5.455,2.374,3.089,1.394
2025/12/8,5.489,2.394,3.171,1.42
2025/12/9,5.465,2.377,3.188,1.414
2025/12/10,5.459,2.389,3.192,1.415
2025/12/11,5.425,2.369,3.146,1.392
2025/12/12,5.451,2.396,3.174,1.418
2025/12/15,5.424,2.38,3.12,1.389
2025/12/16,5.377,2.345,3.06,1.361
2025/12/17,5.456,2.388,3.164,1.396
2025/12/18,5.425,2.376,3.092,1.376
2025/12/19,5.445,2.397,3.107,1.38
2025/12/22,5.487,2.423,3.175,1.405
2025/12/23,5.497,2.425,3.185,1.41
2025/12/24,5.514,2.456,3.212,1.423
2025/12/25,5.523,2.476,3.222,1.422
2025/12/26,5.541,2.491,3.226,1.419
2025/12/29,5.52,2.481,3.205,1.417
2025/12/30,5.53,2.491,3.229,1.433
2025/12/31,5.51,2.494,3.186,1.417
2026/1/5,5.601,2.559,3.281,1.479
2026/1/6,5.676,2.613,3.303,1.505
2026/1/7,5.658,2.625,3.311,1.52
2026/1/8,5.62,2.634,3.287,1.531
2026/1/9,5.642,2.695,3.314,1.554
2026/1/12,5.67,2.759,3.371,1.594
2026/1/13,5.653,2.724,3.306,1.549
2026/1/14,5.623,2.743,3.332,1.579
2026/1/15,5.632,2.735,3.352,1.573
2026/1/16,5.616,2.74,3.346,1.593
2026/1/19,5.618,2.757,3.318,1.586
2026/1/20,5.604,2.75,3.263,1.56
2026/1/21,5.61,2.784,3.281,1.616
2026/1/22,5.607,2.796,3.315,1.622
2026/1/23,5.584,2.877,3.337,1.635
2026/1/26,5.592,2.827,3.305,1.615
2026/1/27,5.59,2.844,3.327,1.64
2026/1/28,5.605,2.868,3.307,1.635
2026/1/29,5.648,2.835,3.292,1.589
2026/1/30,5.591,2.787,3.335,1.588
2026/2/2,5.48,2.661,3.252,1.528
2026/2/3,5.544,2.763,3.313,1.548
2026/2/4,5.587,2.77,3.297,1.531
2026/2/5,5.559,2.715,3.238,1.508
2026/2/6,5.529,2.714,3.229,1.499
2026/2/9,5.607,2.773,3.321,1.535
2026/2/10,5.613,2.767,3.311,1.55
2026/2/11,5.603,2.778,3.273,1.533
2026/2/12,5.607,2.811,3.319,1.559
2026/2/13,5.551,2.765,3.265,1.548
2026/2/24,5.596,2.796,3.295,1.543
2026/2/25,5.63,2.839,3.344,1.552
2026/2/26,5.615,2.848,3.336,1.564
2026/2/27,5.605,2.882,3.301,1.566
2026/3/2,5.619,2.881,3.282,1.544
2026/3/3,5.558,2.766,3.205,1.464
2026/3/4,5.49,2.747,3.154,1.459
2026/3/5,5.534,2.765,3.206,1.482
2026/3/6,5.547,2.781,3.225,1.491
2026/3/9,5.509,2.76,3.201,1.465
2026/3/10,5.563,2.8,3.296,1.495
2026/3/11,5.591,2.796,3.335,1.477
2026/3/12,5.574,2.782,3.308,1.456
2026/3/13,5.557,2.746,3.3,1.45
2026/3/16,5.56,2.729,3.349,1.458
2026/3/17,5.526,2.671,3.273,1.428
2026/3/18,5.542,2.696,3.338,1.445
2026/3/19,5.479,2.628,3.303,1.411
2026/3/20,5.456,2.585,3.341,1.388
2026/3/23,5.31,2.489,3.228,1.329
2026/3/24,5.359,2.534,3.237,1.359
2026/3/25,5.424,2.59,3.307,1.385
2026/3/26,5.368,2.549,3.263,1.357
2026/3/27,5.388,2.582,3.293,1.37
2026/3/30,5.38,2.587,3.264,1.359
2026/3/31,5.343,2.544,3.182,1.324
2026/4/1,5.414,2.584,3.232,1.369
2026/4/2,5.369,2.54,3.164,1.33
2026/4/3,5.334,2.518,3.141,1.324
2026/4/7,5.326,2.527,3.151,1.342
2026/4/8,5.482,2.654,3.345,1.425
2026/4/9,5.452,2.634,3.32,1.415
2026/4/10,5.522,2.657,3.437,1.437
2026/4/13,5.532,2.655,3.468,1.448
2026/4/14,5.592,2.697,3.55,1.479
2026/4/15,5.574,2.681,3.511,1.482
2026/4/16,5.626,2.727,3.624,1.498
2026/4/17,5.619,2.739,3.67,1.499
